                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     217                                     1884                  2.0000000000000000E+000                  1.4000000000000000E-002                  1.1093953975862093E+009                  6.9799204565937136E+004                  7.6523905419102193E+003                  3.5180544124384340E+001                  3.3745058429822890E+000                 -2.7220053876977364E+000                  9.5575126865040804E-004                  1.0211931436785372E-013                  9.8542296654773265E-001                  1.1624768571617797E-004                  1.0477035006471952E-002                  4.9231779634371280E-004                  1.6242454012667226E-003                  1.9999979478958423E+000                  0.0000000000000000E+000                  1.1734546557322889E+000                  5.9333632626331321E-004                  7.9783198434086788E-001                  3.4138117322828660E-003                  7.4028784858361793E-003                  1.2229923090998195E-002                  3.2484874694114776E-003                  2.3130345618802076E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3868982154900645E+004                  7.9346408098040079E+005                  5.6849545613184643E+008                  3.0807847943936014E+001                  3.0807847943936014E+001                  8.0280141737726683E-028                  2.0332233030674391E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.5009856198866556E+016                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250424"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                              mixing_type                                log_D_mix                               log_D_conv                                log_D_ovr 
                                       1                  1.9999979478958423E+000                  5.2821018446222590E-001                  3.8839714018725169E+000                 -7.8368800558378604E+000                  3.8630331632421906E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.1966819736869927E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1517029172039923E+001                  1.1510103301833491E+001                 -9.9000000000000000E+001 
                                       2                  1.9999979478949674E+000                  5.2820986525557179E-001                  3.8844443749411366E+000                 -7.8364571192184815E+000                  3.8640063057860758E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.1988224990442538E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1517029172039923E+001                  1.1517029172039923E+001                 -9.9000000000000000E+001 
                                       3                  1.9999979478934753E+000                  5.2820932142247057E-001                  3.8849121185035957E+000                 -7.8360535696358227E+000                  3.8649548702887158E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.2008668492947832E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1540578134004779E+001                  1.1540578134004779E+001                 -9.9000000000000000E+001 
                                       4                  1.9999979478926548E+000                  5.2820902273343229E-001                  3.8853852102020774E+000                 -7.8356543856838758E+000                  3.8659061613016359E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.2028909537062514E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1553555704715237E+001                  1.1553555704715237E+001                 -9.9000000000000000E+001 
                                       5                  1.9999979478911512E+000                  5.2820847563835693E-001                  3.8859809740569697E+000                 -7.8351707311828225E+000                  3.8670863855461923E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.2053458693620669E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1577426731747373E+001                  1.1577426731747373E+001                 -9.9000000000000000E+001 
                                       6                  1.9999979478897645E+000                  5.2820797173372658E-001                  3.8868560987450649E+000                 -7.8344876726937818E+000                  3.8687952145977440E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.2088175735706526E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1599536271108054E+001                  1.1599536271108054E+001                 -9.9000000000000000E+001 
                                       7                  1.9999979478869521E+000                  5.2820695133074136E-001                  3.8880318376469569E+000                 -7.8336396708059981E+000                  3.8710264383521076E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.2131352225387626E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1644639452070910E+001                  1.1644639452070910E+001                 -9.9000000000000000E+001 
                                       8                  1.9999979478842567E+000                  5.2820597534536884E-001                  3.8896865498590665E+000                 -7.8325448893177647E+000                  3.8740777597733014E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.2187218481121947E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1688276010118834E+001                  1.1688276010118834E+001                 -9.9000000000000000E+001 
                                       9                  1.9999979478793737E+000                  5.2820421169067477E-001                  3.8913583919647641E+000                 -7.8316053465428839E+000                  3.8770066595728001E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.2235275407147201E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1768158028450831E+001                  1.1768158028450831E+001                 -9.9000000000000000E+001 
                                      10                  1.9999979478769323E+000                  5.2820333176095668E-001                  3.8927019286927940E+000                 -7.8309227436511115E+000                  3.8792969444724377E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.2270255320532709E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1808598544217059E+001                  1.1808598544217059E+001                 -9.9000000000000000E+001 
                                      11                  1.9999979478736121E+000                  5.2820213692742291E-001                  3.8941824578556923E+000                 -7.8302718850331647E+000                  3.8817292686566121E+000                  7.0999799996005364E-001                  2.7600200003994629E-001                  1.4000000000000012E-002                  2.2303659753936872E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  1.1864461893663032E+001                  1.1864461893663032E+001                 -9.9000000000000000E+001 
