                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     100                                     1486                  2.0000000000000000E+001                  1.4000000000000000E-002                  1.7289199398337605E+004                  3.1244826866805812E+002                  2.2035928563745310E+004                  5.6210369459639805E+004                  1.6266670483003541E+001                 -6.9285888028763116E+000                  7.0999800033241067E-001                  8.4919212522000477E-005                  2.7591707444924263E-001                  3.0829182603380472E-003                  9.0371071464523931E-004                  7.4776953354187591E-003                  1.6242454012660920E-003                  1.9999753337634033E+001                 -5.2036995856645249E-008                  1.4199784866740501E+001                  1.6988636938484465E-003                  5.5182730571361871E+000                  6.1658305486516983E-002                  1.8073173817830111E-002                  1.4955206230791984E-001                  3.2484507385108240E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4682254251051223E+005                  1.0301846584616074E+004                  3.5580184812687035E+006                  1.4296050360788157E+000                  1.4296050360788157E+000                  7.7514572988069674E-047                  3.5253001403167575E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  5.4560563893297882E+011                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250421"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                              mixing_type                                log_D_mix                               log_D_conv                                log_D_ovr 
                                       1                  1.9999753337634033E+001                  1.2112986691732439E+000                  4.3431658493009202E+000                 -9.4465178784417088E+000                  3.2067638976780901E+000                  7.0999800000000002E-001                  2.7600199999999997E-001                  1.4000000000000012E-002                  5.3956498954633058E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       2                  1.9999753337629031E+001                  1.2112980063436978E+000                  4.3432854903735771E+000                 -9.4459684599366529E+000                  3.2073627246642027E+000                  7.0999800000000002E-001                  2.7600199999999997E-001                  1.4000000000000012E-002                  5.4024802846057249E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       3                  1.9999753337616685E+001                  1.2112963714020661E+000                  4.3435223852268043E+000                 -9.4448821399679126E+000                  3.2085475063183049E+000                  7.0999800000000002E-001                  2.7600199999999997E-001                  1.4000000000000012E-002                  5.4160109110166265E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       4                  1.9999753337594637E+001                  1.2112934598137426E+000                  4.3440147118475281E+000                 -9.4426319349712244E+000                  3.2110053223830062E+000                  7.0999800000000002E-001                  2.7600199999999997E-001                  1.4000000000000012E-002                  5.4441461692801852E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       5                  1.9999753337545037E+001                  1.2112869423829824E+000                  4.3446931568170379E+000                 -9.4395420713526601E+000                  3.2143858532885718E+000                  7.0999800000000002E-001                  2.7600199999999997E-001                  1.4000000000000012E-002                  5.4830183289964070E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       6                  1.9999753337495434E+001                  1.2112804708667335E+000                  4.3456804159499232E+000                 -9.4350795637413967E+000                  3.2192848052480554E+000                  7.0999800000000002E-001                  2.7600199999999997E-001                  1.4000000000000012E-002                  5.5396495094691649E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       7                  1.9999753337399905E+001                  1.2112681338165745E+000                  4.3478944540675233E+000                 -9.4252133054487910E+000                  3.2301858809683739E+000                  7.0999800000000002E-001                  2.7600199999999997E-001                  1.4000000000000012E-002                  5.6669415175292078E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       8                  1.9999753337166592E+001                  1.2112386754852862E+000                  4.3506476534929099E+000                 -9.4130835678416744E+000                  3.2436606588180639E+000                  7.0999800000000002E-001                  2.7600199999999997E-001                  1.4000000000000012E-002                  5.8274519068806722E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                                       9                  1.9999753336981961E+001                  1.2112160019655536E+000                  4.3530353405249391E+000                 -9.4027567513640609E+000                  3.2552300224633157E+000                  7.0999800000000002E-001                  2.7600199999999997E-001                  1.4000000000000012E-002                  5.9676825463006108E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
